date,traffic_volume,is_holiday,temp_c,rain_1h,snow_1h,clouds_all
2018/2/14,5572,0,-7.86,0,0,1
2018/2/15,5488,0,-2.14,0,0,1
2018/2/16,5589,0,-17.93,0,0,5
2018/2/19,3905,1,-6.71,0,0,90
2018/2/20,4738,0,-7,0,0,90
2018/2/21,5638,0,-17.6,0,0,5
2018/2/22,5837,0,-12.93,0,0,75
2018/2/23,4595,0,-3.07,0,0,90
2018/2/26,5602,0,-9.24,0,0,5
2018/2/27,5876,0,-8.44,0,0,90
2018/2/28,6007,0,-7.07,0,0,5
2018/3/1,5728,0,-6.01,0,0,5
2018/3/2,5636,0,-11.21,0,0,75
2018/3/5,4211,0,1.67,0,0,90
2018/3/6,4623,0,-1.72,0,0,90
2018/3/7,5896,0,-9.94,0,0,75
2018/3/8,6042,0,-12.67,0,0,5
2018/3/9,5947,0,-10.6,0,0,1
2018/3/12,5668,0,-6,0,0,1
2018/3/13,5880,0,-6.07,0,0,20
2018/3/14,5854,0,-5.4,0,0,1
2018/3/15,5907,0,-3.29,0,0,1
2018/3/16,5574,0,-6.42,0,0,40
2018/3/19,5983,0,-0.07,0,0,1
2018/3/20,5876,0,-2.79,0,0,90
2018/3/21,6218,0,-4.69,0,0,75
2018/3/22,6206,0,-0.21,0,0,90
2018/3/23,5885,0,-3.13,0,0,75
2018/3/26,5654,0,0,0,0,90
2018/3/27,5970,0,0.69,0,0,90
2018/3/28,6014,0,-0.07,0,0,1
2018/3/29,6002,0,-5,0,0,5
2018/3/30,5227,0,-4.14,0,0,40
2018/4/2,5557,0,-6.58,0,0,75
2018/4/3,4790,0,-2.21,0,0,90
2018/4/4,4778,0,-13.15,0,0,5
2018/4/5,5887,0,-13.37,0,0,40
2018/4/6,5738,0,-9.13,0,0,40
2018/4/9,5824,0,-5.66,0,0,90
2018/4/10,6190,0,-0.86,0,0,90
2018/4/11,5887,0,-1.57,0,0,75
2018/4/12,6198,0,1.93,0,0,1
2018/4/13,5894,0,2.79,0,0,90
2018/4/16,4463,0,-4.38,0,0,90
2018/4/17,5892,0,-4.15,0,0,5
2018/4/18,6614,0,-0.16,0,0,90
2018/4/19,6046,0,-3.29,0,0,75
2018/4/20,6126,0,-2.4,0,0,1
2018/4/23,5970,0,3.21,0,0,1
2018/4/24,5905,0,5.92,0,0,1
2018/4/25,5850,0,1.99,0,0,5
2018/4/26,5890,0,6,0,0,1
2018/4/27,6109,0,6.57,0,0,1
2018/4/30,5724,0,13.14,0,0,1
2018/5/1,6140,0,15.93,0,0,40
2018/5/2,5676,0,8.21,0,0,40
2018/5/3,6084,0,8.949,0,0,12
2018/5/4,5771,0,12.31,0,0,1
2018/5/7,5793,0,16.35,0,0,1
2018/5/8,6203,0,18.13,0,0,40
2018/5/9,6254,0,12.33,0,0,40
2018/5/10,5690,0,6.73,0,0,1
2018/5/11,5594,0,7.87,0,0,1
2018/5/14,5870,0,14,0,0,40
2018/5/15,5433,0,12.71,0,0,5
2018/5/16,5293,0,15.85,0,0,5
2018/5/17,5494,0,14.73,0,0,40
2018/5/18,5321,0,14.6,0,0,75
2018/5/21,5726,0,14.6,0,0,75
2018/5/22,5752,0,14.46,0,0,20
2018/5/23,5557,0,17.86,0,0,75
2018/5/24,5695,0,22.13,0,0,75
2018/5/25,5206,0,19.43,0,0,90
2018/5/28,1294,1,26,0,0,1
2018/5/29,5530,0,23.14,0,0,1
2018/5/30,5716,0,19.86,0,0,90
2018/5/31,5912,0,18.6,0,0,90
2018/6/1,5639,0,18,0,0,90
2018/6/4,5546,0,15.19,0,0,5
2018/6/5,5645,0,15.75,0,0,40
2018/6/6,5301,0,16.33,0,0,40
2018/6/7,5871,0,15.19,0,0,75
2018/6/8,5442,0,18.5,0,0,90
2018/6/11,5676,0,18,0,0,90
2018/6/12,5656,0,19.92,0,0,40
2018/6/13,5664,0,16.66,0,0,5
2018/6/14,5778,0,19.71,0,0,75
2018/6/15,5671,0,22.2,0,0,75
2018/6/18,5765,0,19.5,0,0,90
2018/6/19,4851,0,17.53,0,0,90
2018/6/20,5540,0,18.67,0,0,75
2018/6/21,5490,0,18.2,0,0,75
2018/6/22,5604,0,16.8,0,0,1
2018/6/25,5383,0,20.07,0,0,1
2018/6/26,5756,0,17.79,0,0,90
2018/6/27,5717,0,19.43,0,0,90
2018/6/28,5683,0,21,0,0,1
2018/6/29,5204,0,25.06,0,0,75
2018/7/2,4859,0,21,0,0,1
2018/7/3,5017,0,20.87,0,0,1
2018/7/4,1275,1,25.28,0,0,1
2018/7/5,4440,0,22.46,0,0,40
2018/7/6,4489,0,17.92,0,0,5
2018/7/9,5656,0,22.92,0,0,1
2018/7/10,5786,0,19.79,0,0,75
2018/7/11,5930,0,22.21,0,0,40
2018/7/12,5583,0,24.47,0,0,75
2018/7/13,5288,0,22.13,0,0,75
2018/7/16,5647,0,18.84,0,0,1
2018/7/17,5455,0,18.46,0,0,20
2018/7/18,5696,0,18.29,0,0,1
2018/7/19,5702,0,21.07,0,0,1
2018/7/20,5339,0,18.6,0,0,90
2018/7/23,5522,0,18.07,0,0,40
2018/7/24,5658,0,18.73,0,0,5
2018/7/25,5651,0,19,0,0,90
2018/7/26,5866,0,16.14,0,0,75
2018/7/27,5232,0,14.78,0,0,5
2018/7/30,5427,0,16.26,0,0,1
2018/7/31,5960,0,19.19,0,0,5
